State,District,Market,Commodity,Arrival_Date,Min_Price,Max_Price,Modal_Price
Maharashtra,Solapur,Solapur APMC,Wheat,27/01/2026,2203,2586,2394
Maharashtra,Solapur,Solapur APMC,Wheat,28/01/2026,2244,2634,2439
Maharashtra,Solapur,Solapur APMC,Wheat,29/01/2026,2236,2624,2430
Maharashtra,Solapur,Solapur APMC,Wheat,30/01/2026,2246,2637,2441
Maharashtra,Solapur,Solapur APMC,Wheat,31/01/2026,2208,2592,2400
Maharashtra,Solapur,Solapur APMC,Wheat,01/02/2026,2169,2546,2357
Maharashtra,Solapur,Solapur APMC,Wheat,02/02/2026,2119,2488,2303
Maharashtra,Solapur,Solapur APMC,Wheat,03/02/2026,1993,2340,2167
Maharashtra,Solapur,Solapur APMC,Wheat,04/02/2026,2223,2610,2417
Maharashtra,Solapur,Solapur APMC,Wheat,05/02/2026,2212,2597,2404
Maharashtra,Solapur,Solapur APMC,Wheat,06/02/2026,2254,2646,2450
Maharashtra,Solapur,Solapur APMC,Wheat,07/02/2026,2067,2426,2246
Maharashtra,Solapur,Solapur APMC,Wheat,08/02/2026,2271,2666,2468
Maharashtra,Solapur,Solapur APMC,Wheat,09/02/2026,2417,2837,2627
Maharashtra,Solapur,Solapur APMC,Wheat,10/02/2026,2222,2608,2415
Maharashtra,Solapur,Solapur APMC,Wheat,11/02/2026,2212,2596,2404
Maharashtra,Solapur,Solapur APMC,Wheat,12/02/2026,2253,2645,2449
Maharashtra,Solapur,Solapur APMC,Wheat,13/02/2026,2431,2853,2642
Maharashtra,Solapur,Solapur APMC,Wheat,14/02/2026,2126,2496,2311
Maharashtra,Solapur,Solapur APMC,Wheat,15/02/2026,2253,2645,2449
Maharashtra,Solapur,Solapur APMC,Wheat,16/02/2026,2156,2531,2343
Maharashtra,Solapur,Solapur APMC,Wheat,17/02/2026,2185,2565,2375
Maharashtra,Solapur,Solapur APMC,Wheat,18/02/2026,2239,2628,2433
Maharashtra,Solapur,Solapur APMC,Wheat,19/02/2026,2383,2797,2590
Maharashtra,Solapur,Solapur APMC,Wheat,20/02/2026,2432,2855,2644
Maharashtra,Solapur,Solapur APMC,Wheat,21/02/2026,2299,2699,2499
Maharashtra,Solapur,Solapur APMC,Wheat,22/02/2026,2219,2605,2412
Maharashtra,Solapur,Solapur APMC,Wheat,23/02/2026,2512,2948,2730
Maharashtra,Solapur,Solapur APMC,Wheat,24/02/2026,2220,2606,2413
Maharashtra,Solapur,Solapur APMC,Wheat,25/02/2026,2209,2593,2401
Maharashtra,Solapur,Solapur APMC,Wheat,26/02/2026,2090,2454,2272
Maharashtra,Solapur,Solapur APMC,Wheat,27/02/2026,2413,2832,2623
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,01/09/2025,1924,2259,2091
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,02/09/2025,2073,2434,2254
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,03/09/2025,1672,1962,1817
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,04/09/2025,1968,2310,2139
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,05/09/2025,1820,2136,1978
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,06/09/2025,1895,2224,2060
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,07/09/2025,1635,1920,1778
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,08/09/2025,1960,2301,2130
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,09/09/2025,1886,2214,2050
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,10/09/2025,1798,2111,1954
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,11/09/2025,1868,2193,2030
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,12/09/2025,1718,2017,1868
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,13/09/2025,1736,2038,1887
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,14/09/2025,1747,2050,1898
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,15/09/2025,1599,1878,1739
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,16/09/2025,1883,2210,2046
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,17/09/2025,1916,2249,2082
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,18/09/2025,1716,2015,1865
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,19/09/2025,1825,2143,1984
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,20/09/2025,1760,2066,1913
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,21/09/2025,1821,2138,1979
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,22/09/2025,1720,2019,1870
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,23/09/2025,1692,1987,1840
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,24/09/2025,1895,2224,2059
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,25/09/2025,1777,2086,1932
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,26/09/2025,1995,2342,2169
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,27/09/2025,1788,2099,1943
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,28/09/2025,1685,1979,1832
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,29/09/2025,1911,2243,2077
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,30/09/2025,1848,2170,2009
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,01/10/2025,1858,2182,2020
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,02/10/2025,1907,2239,2073
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,03/10/2025,1714,2012,1863
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,04/10/2025,1769,2077,1923
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,05/10/2025,1765,2072,1919
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,06/10/2025,1648,1935,1791
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,07/10/2025,1756,2062,1909
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,08/10/2025,1925,2259,2092
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,09/10/2025,1810,2125,1968
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,10/10/2025,1645,1931,1788
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,11/10/2025,1624,1906,1765
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,12/10/2025,1963,2304,2133
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,13/10/2025,1780,2089,1934
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,14/10/2025,1722,2022,1872
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,15/10/2025,1763,2069,1916
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,16/10/2025,1638,1923,1781
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,17/10/2025,1944,2282,2113
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,18/10/2025,1755,2060,1907
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,19/10/2025,1941,2278,2110
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,20/10/2025,1805,2119,1962
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,21/10/2025,1951,2290,2121
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,22/10/2025,1830,2148,1989
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,23/10/2025,1894,2224,2059
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,24/10/2025,1882,2210,2046
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,25/10/2025,1875,2201,2038
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,26/10/2025,1848,2169,2009
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,27/10/2025,1789,2101,1945
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,28/10/2025,2017,2368,2192
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,29/10/2025,1724,2023,1873
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,30/10/2025,1822,2138,1980
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,31/10/2025,1825,2143,1984
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,01/11/2025,1869,2194,2031
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,02/11/2025,1784,2095,1940
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,03/11/2025,1865,2190,2027
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,04/11/2025,1818,2134,1976
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,05/11/2025,1672,1963,1818
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,06/11/2025,1842,2163,2003
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,07/11/2025,1729,2030,1880
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,08/11/2025,1666,1956,1811
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,09/11/2025,1866,2190,2028
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,10/11/2025,1906,2237,2072
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,11/11/2025,1913,2246,2080
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,12/11/2025,1921,2255,2088
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,13/11/2025,1663,1952,1807
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,14/11/2025,1726,2027,1877
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,15/11/2025,2080,2441,2261
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,16/11/2025,1767,2074,1921
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,17/11/2025,1945,2283,2114
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,18/11/2025,1813,2128,1970
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,19/11/2025,1897,2227,2062
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,20/11/2025,1826,2144,1985
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,21/11/2025,1956,2296,2126
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,22/11/2025,1915,2248,2082
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,23/11/2025,1858,2182,2020
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,24/11/2025,1800,2113,1956
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,25/11/2025,1942,2280,2111
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,26/11/2025,1791,2103,1947
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,27/11/2025,1968,2310,2139
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,28/11/2025,2203,2586,2394
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,29/11/2025,2074,2434,2254
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,30/11/2025,2012,2362,2187
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,01/12/2025,1932,2268,2100
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,02/12/2025,1743,2046,1894
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,03/12/2025,1812,2127,1970
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,04/12/2025,2090,2454,2272
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,05/12/2025,1878,2204,2041
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,06/12/2025,1892,2221,2057
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,07/12/2025,1953,2293,2123
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,08/12/2025,1864,2188,2026
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,09/12/2025,1852,2174,2013
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,10/12/2025,1980,2325,2152
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,11/12/2025,1897,2227,2062
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,12/12/2025,1918,2252,2085
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,13/12/2025,1919,2253,2086
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,14/12/2025,2061,2419,2240
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,15/12/2025,1987,2332,2160
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,16/12/2025,1998,2345,2171
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,17/12/2025,2084,2447,2265
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,18/12/2025,2012,2362,2187
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,19/12/2025,2003,2351,2177
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,20/12/2025,2087,2450,2268
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,21/12/2025,2113,2480,2297
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,22/12/2025,2033,2386,2209
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,23/12/2025,2062,2421,2241
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,24/12/2025,1977,2321,2149
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,25/12/2025,1974,2317,2146
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,26/12/2025,2150,2524,2337
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,27/12/2025,2122,2491,2306
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,28/12/2025,2128,2498,2313
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,29/12/2025,2115,2483,2299
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,30/12/2025,2096,2461,2278
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,31/12/2025,2170,2547,2358
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,01/01/2026,2200,2583,2391
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,02/01/2026,2203,2586,2395
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,03/01/2026,2102,2468,2285
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,04/01/2026,2264,2657,2461
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,05/01/2026,2148,2521,2334
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,06/01/2026,2195,2577,2386
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,07/01/2026,2164,2540,2352
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,08/01/2026,2166,2542,2354
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,09/01/2026,2068,2428,2248
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,10/01/2026,2224,2611,2417
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,11/01/2026,2454,2881,2668
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,12/01/2026,2122,2491,2306
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,13/01/2026,2174,2552,2363
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,14/01/2026,2125,2495,2310
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,15/01/2026,2126,2496,2311
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,16/01/2026,2344,2752,2548
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,17/01/2026,2117,2485,2301
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,18/01/2026,2143,2516,2329
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,19/01/2026,2031,2385,2208
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,20/01/2026,2123,2493,2308
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,21/01/2026,2029,2382,2205
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,22/01/2026,2279,2676,2477
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,23/01/2026,2511,2948,2730
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,24/01/2026,2185,2564,2374
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,25/01/2026,2053,2410,2232
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,26/01/2026,2327,2732,2529
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,27/01/2026,2161,2537,2349
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,28/01/2026,2379,2792,2586
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,29/01/2026,2218,2603,2411
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,30/01/2026,2186,2566,2376
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,31/01/2026,2238,2627,2433
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,01/02/2026,2341,2748,2544
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,02/02/2026,2242,2632,2437
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,03/02/2026,2218,2604,2411
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,04/02/2026,2254,2646,2450
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,05/02/2026,2146,2519,2333
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,06/02/2026,2325,2730,2528
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,07/02/2026,2101,2466,2283
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,08/02/2026,2246,2636,2441
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,09/02/2026,2376,2789,2583
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,10/02/2026,2332,2738,2535
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,11/02/2026,2367,2778,2572
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,12/02/2026,2302,2702,2502
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,13/02/2026,2435,2859,2647
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,14/02/2026,2414,2833,2623
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,15/02/2026,2367,2779,2573
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,16/02/2026,2422,2843,2632
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,17/02/2026,2407,2825,2616
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,18/02/2026,2286,2683,2484
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,19/02/2026,2194,2576,2385
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,20/02/2026,2383,2797,2590
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,21/02/2026,2399,2817,2608
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,22/02/2026,2460,2888,2674
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,23/02/2026,2251,2642,2446
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,24/02/2026,2257,2649,2453
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,25/02/2026,2403,2821,2612
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,26/02/2026,2351,2759,2555
Maharashtra,Kolhapur,Kolhapur APMC,Wheat,27/02/2026,2163,2540,2351
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,01/09/2025,1809,2124,1966
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,02/09/2025,1580,1854,1717
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,03/09/2025,1670,1960,1815
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,04/09/2025,1901,2232,2067
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,05/09/2025,1947,2286,2116
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,06/09/2025,1635,1920,1777
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,07/09/2025,1723,2023,1873
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,08/09/2025,1759,2065,1912
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,09/09/2025,1934,2271,2103
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,10/09/2025,1701,1997,1849
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,11/09/2025,1701,1996,1849
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,12/09/2025,1905,2237,2071
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,13/09/2025,1708,2005,1856
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,14/09/2025,1818,2134,1976
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,15/09/2025,1592,1869,1731
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,16/09/2025,1724,2024,1874
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,17/09/2025,1571,1844,1708
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,18/09/2025,1632,1915,1773
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,19/09/2025,1823,2141,1982
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,20/09/2025,1732,2033,1882
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,21/09/2025,1704,2000,1852
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,22/09/2025,1659,1947,1803
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,23/09/2025,1712,2010,1861
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,24/09/2025,1764,2071,1918
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,25/09/2025,1833,2152,1993
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,26/09/2025,1465,1720,1593
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,27/09/2025,1648,1934,1791
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,28/09/2025,1748,2052,1900
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,29/09/2025,1722,2021,1872
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,30/09/2025,1773,2081,1927
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,01/10/2025,1759,2065,1912
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,02/10/2025,1701,1997,1849
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,03/10/2025,1678,1970,1824
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,04/10/2025,1707,2004,1856
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,05/10/2025,1850,2171,2010
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,06/10/2025,1658,1947,1803
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,07/10/2025,1727,2027,1877
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,08/10/2025,1753,2058,1905
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,09/10/2025,1894,2223,2058
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,10/10/2025,1705,2002,1853
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,11/10/2025,1834,2153,1994
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,12/10/2025,1863,2187,2025
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,13/10/2025,1732,2033,1883
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,14/10/2025,1718,2017,1868
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,15/10/2025,1707,2004,1856
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,16/10/2025,1716,2015,1865
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,17/10/2025,1831,2149,1990
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,18/10/2025,1769,2076,1922
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,19/10/2025,1771,2079,1925
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,20/10/2025,1634,1918,1776
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,21/10/2025,1652,1939,1795
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,22/10/2025,1970,2313,2142
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,23/10/2025,1736,2038,1887
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,24/10/2025,1677,1969,1823
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,25/10/2025,1904,2235,2069
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,26/10/2025,1789,2100,1944
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,27/10/2025,1821,2138,1980
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,28/10/2025,1751,2055,1903
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,29/10/2025,1735,2036,1886
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,30/10/2025,1752,2057,1905
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,31/10/2025,1631,1915,1773
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,01/11/2025,1766,2073,1920
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,02/11/2025,1808,2122,1965
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,03/11/2025,1969,2311,2140
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,04/11/2025,1792,2104,1948
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,05/11/2025,1549,1818,1683
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,06/11/2025,1780,2089,1935
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,07/11/2025,2072,2432,2252
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,08/11/2025,1884,2212,2048
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,09/11/2025,1716,2015,1866
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,10/11/2025,1862,2186,2024
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,11/11/2025,1730,2031,1880
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,12/11/2025,1671,1962,1816
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,13/11/2025,1777,2086,1932
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,14/11/2025,1826,2143,1984
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,15/11/2025,1629,1912,1771
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,16/11/2025,1707,2003,1855
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,17/11/2025,1828,2146,1987
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,18/11/2025,1790,2101,1945
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,19/11/2025,1875,2202,2038
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,20/11/2025,1715,2014,1865
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,21/11/2025,1916,2249,2082
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,22/11/2025,1727,2027,1877
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,23/11/2025,2019,2370,2194
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,24/11/2025,1681,1973,1827
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,25/11/2025,1749,2053,1901
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,26/11/2025,1907,2238,2072
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,27/11/2025,2038,2392,2215
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,28/11/2025,1905,2236,2071
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,29/11/2025,1935,2271,2103
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,30/11/2025,1884,2211,2047
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,01/12/2025,1782,2092,1937
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,02/12/2025,1841,2161,2001
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,03/12/2025,1772,2080,1926
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,04/12/2025,1770,2078,1924
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,05/12/2025,1946,2284,2115
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,06/12/2025,1795,2108,1952
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,07/12/2025,1947,2286,2117
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,08/12/2025,1787,2098,1942
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,09/12/2025,1955,2294,2125
Maharashtra,Aurangabad,Aurangabad APMC,Wheat,10/12/2025,1879,2206,2043
